,name,gender,origin,meaning
CORMAC,CORMAC,['m'],['Irish'],"Possibly derived from Irish Gaelic corb ""raven"" or ""wheel"" and mac ""son"". This was the name of a 3rd-century king of Ireland."
CORMAG,CORMAG,['m'],['Scottish'],Scottish form of CORMAC.
CORNEILLE,CORNEILLE,['m'],['French (Archaic)'],French form of CORNELIUS.
CORNEL,CORNEL,['m'],['Romanian'],Romanian form of CORNELIUS.
CORNELIA,CORNELIA,['f'],"['German', 'Romanian', 'Italian', 'Dutch', 'English', 'Ancient Roman']","Feminine form of CORNELIUS. In the 2nd century BC it was borne by Cornelia Scipionis Africana (the daughter of the military hero Scipio Africanus), the mother of the two reformers known as the Gracchi. After her death she was regarded as an example of the ideal Roman woman. The name was revived in the 18th century."
CORNELIO,CORNELIO,['m'],"['Spanish', 'Italian']",Spanish and Italian form of CORNELIUS.
CORNELIS,CORNELIS,['m'],['Dutch'],Dutch form of CORNELIUS.
CORNELIU,CORNELIU,['m'],['Romanian'],Romanian form of CORNELIUS.
CORNELIUS,CORNELIUS,['m'],"['Ancient Roman', 'English', 'Dutch', 'German', 'Biblical']","Roman family name which possibly derives from the Latin element cornu ""horn"". In Acts in the New Testament Cornelius is a centurion who is directed by an angel to seek Peter. After speaking with Peter he converts to Christianity, and he is traditionally deemed the first gentile convert. The name was also borne by a few early saints, including a 3rd-century pope. In England it came into use in the 16th century, partly due to Dutch influence."
CORNELL,CORNELL,['m'],['English'],From a surname which was derived from the given name CORNELIUS.
CORNÉ,CORNÉ,['m'],['Dutch'],Diminutive of CORNELIS.
CORNÉLIE,CORNÉLIE,['f'],['French'],French form of CORNELIA.
CORNÉLIO,CORNÉLIO,['m'],['Portuguese'],Portuguese form of CORNELIUS.
CORONA,CORONA,['f'],"['Late Roman', 'Italian', 'Spanish']","Means ""crown"" in Latin, as well as Italian and Spanish. This was the name of a 2nd-century saint who was martyred with her companion Victor."
CORRADINO,CORRADINO,['m'],['Italian'],Diminutive of CORRADO.
CORRADO,CORRADO,['m'],['Italian'],"Italian form of CONRAD. This was a 14th-century saint from Piacenza, Italy."
CORRAIDHÍN,CORRAIDHÍN,['m'],['Ancient Irish'],"Means ""little spear"", derived from Irish corradh ""spear"" and a diminutive suffix."
CORRIE,CORRIE,['f'],"['English', 'Dutch']","Diminutive of CORINNA, CORA, CORNELIA and other names starting with Cor. Since the 1970s it has also been used as a feminine form of COREY."
CORRINA,CORRINA,['f'],['English'],Variant of CORINNA.
CORRINE,CORRINE,['f'],['English'],Variant of CORINNE.
CORTNEY,CORTNEY,"['f', 'm']",['English'],Variant of COURTNEY.
CORWIN,CORWIN,['m'],['English'],"From an English surname, derived from Old French cordoan ""leather"", ultimately from the name of the Spanish city of Cordova."
CORY,CORY,['m'],['English'],Variant of COREY.
CORYNN,CORYNN,['f'],['English (Rare)'],Variant of CORINNE.
COSETTE,COSETTE,['f'],"['French', 'Literature']","From French chosette meaning ""little thing"". This is the nickname of the illegitimate daughter of Fantine in Victor Hugo's novel 'Les Misérables' (1862). Her real name is Euphrasie, though it is seldom used. In the novel young Cosette is the ward of the cruel Thénardiers until she is retrieved by Jean Valjean."
COSIMA,COSIMA,['f'],['Italian'],Italian feminine form of COSIMO.
COSIMO,COSIMO,['m'],['Italian'],"Italian form of COSMAS. A famous bearer was Cosimo de' Medici, the 15th-century founder of Medici rule in Florence, who was a patron of the Renaissance and a successful merchant. Other members of the Medici family have also borne this name."
COSMA,COSMA,['m'],['Italian'],Italian form of COSMAS.
COSMAS,COSMAS,['m'],['Ancient Greek (Latinized)'],"From the Greek name Κοσμας(Kosmas), which was derived from κοσμος(kosmos) meaning ""order, decency"". Saint Cosmas was martyred with his twin brother Damian in the 4th century. They are the patron saints of physicians."
COSME,COSME,['m'],"['Portuguese', 'Spanish']",Portuguese and Spanish form of COSMAS.
COSMIN,COSMIN,['m'],['Romanian'],Romanian form of COSMAS.
COSMINA,COSMINA,['f'],['Romanian'],Feminine form of COSMIN.
COSMO,COSMO,['m'],"['Italian', 'English']","Italian variant of COSIMO. It was introduced to Britain in the 18th century by the second Scottish Duke of Gordon, who named his son and successor after his friend Cosimo III de' Medici."
COSTACHE,COSTACHE,['m'],['Romanian'],Romanian variant of CONSTANTIN.
COSTANTINO,COSTANTINO,['m'],['Italian'],Italian form of Constantinus (see CONSTANTINE).
COSTANZO,COSTANZO,['m'],['Italian'],Italian form of CONSTANS.
COSTEL,COSTEL,['m'],['Romanian'],Romanian diminutive of CONSTANTIN.
COSTICĂ,COSTICĂ,['m'],['Romanian'],Romanian diminutive of CONSTANTIN.
COSTIN,COSTIN,['m'],['Romanian'],Romanian short form of CONSTANTIN.
COTY,COTY,['m'],['English (Modern)'],Variant of CODY.
COURTNEY,COURTNEY,"['f', 'm']",['English'],"From an aristocratic English surname which was derived either from the French place name Courtenay (originally a derivative of the personal name Curtenus, itself derived from Latin curtus ""short"") or else from a Norman nickname meaning ""short nose"". As a feminine name in America, it first became popular during the 1970s."
COWAL,COWAL,['m'],['Irish'],Anglicized form of COMHGHALL.
COWESSESS,COWESSESS,['m'],"['Native American', 'Ojibwe']","From Ojibwe Ka-we-zauce meaning ""little child"". This was the name of a late 19th-century chief of the Saulteaux."
COY,COY,['m'],['English'],"From a surname which meant ""quiet, shy, coy"" from Middle English coi."
COŞKUN,COŞKUN,['m'],['Turkish'],"Means ""enthusiastic"" in Turkish."
CRAIG,CRAIG,['m'],"['Scottish', 'English']","From a Scottish surname which was derived from Gaelic creag meaning ""crag"" or ""rocks"", originally indicating a person who lived near a crag."
CRAWFORD,CRAWFORD,['m'],['English'],"From a surname which was derived from a place name meaning ""crow ford"" in Old English."
CREE,CREE,['m'],['English (Rare)'],From the name of a Native American tribe of central Canada. Their name derives via French from the Cree word kiristino.
CREIGHTON,CREIGHTON,['m'],['English (Rare)'],"From a surname which was derived from a place name, originally from Gaelic crioch ""border"" combined with Old English tun ""town""."
CRESCENCIA,CRESCENCIA,['f'],['Spanish'],Spanish feminine form of CRESCENTIUS.
CRESCENS,CRESCENS,['m'],"['Late Roman', 'Biblical Latin']","Latin name which was derived from crescere ""to grow"". This name is mentioned briefly in one of Paul's epistles in the New Testament."
CRESCENTIA,CRESCENTIA,['f'],"['German', 'Late Roman']",Feminine form of CRESCENTIUS.
CRESCENTIUS,CRESCENTIUS,['m'],['Late Roman'],Latin name which was a derivative of the name CRESCENS. Saint Crescentius was a child martyred in Rome during the persecutions of Emperor Diocletian in the early 4th century.
CRESCENZO,CRESCENZO,['m'],['Italian'],Italian form of CRESCENTIUS.
CRESSIDA,CRESSIDA,['f'],['Literature'],"Medieval form of CHRYSEIS. Various medieval tales describe her as a woman of Troy, daughter of Calchus, who leaves her Trojan lover Troilus for the Greek hero Diomedes. Shakespeare's play 'Troilus and Cressida' (1602) was based on these tales."
CRINA,CRINA,['f'],['Romanian'],"Derived from Romanian crin meaning ""lily""."
CRISPIAN,CRISPIAN,['m'],['English (Archaic)'],Medieval variant of CRISPIN.
CRISPIN,CRISPIN,['m'],['English (Rare)'],"From the Roman cognomen Crispinus which was derived from the name CRISPUS. Saint Crispin was a 3rd-century Roman who was martyred with his twin brother Crispinian in Gaul. They are the patrons of shoemakers. They were popular saints in England during the Middle Ages, and the name has occasionally been used since that time."
CRISPINUS,CRISPINUS,['m'],['Ancient Roman'],Latin form of CRISPIN.
CRISPUS,CRISPUS,['m'],['Ancient Roman'],"Roman cognomen which meant ""curly-haired"" in Latin."
CRISTAL,CRISTAL,['f'],['English'],Variant of CRYSTAL.
CRISTEN,CRISTEN,['f'],['English (Modern)'],Variant of KRISTIN.
CRISTI,CRISTI,['m'],['Romanian'],Diminutive of CRISTIAN.
CRISTIAN,CRISTIAN,['m'],['Romanian'],Romanian form of CHRISTIAN.
CRISTIANA,CRISTIANA,['f'],"['Italian', 'Portuguese']",Italian and Portuguese form of CHRISTINA.
CRISTIANO,CRISTIANO,['m'],"['Italian', 'Portuguese']",Italian and Portuguese form of CHRISTIAN. A famous bearer is Portuguese soccer player Cristiano Ronaldo (1985-).
CRISTINA,CRISTINA,['f'],"['Italian', 'Spanish', 'Portuguese', 'Romanian']","Italian, Spanish, Portuguese and Romanian form of CHRISTINA."
CRISTIÁN,CRISTIÁN,['m'],['Spanish'],Spanish form of CHRISTIAN.
CRISTOFORO,CRISTOFORO,['m'],['Italian'],Italian form of CHRISTOPHER.
CRISTÓBAL,CRISTÓBAL,['m'],['Spanish'],Spanish form of CHRISTOPHER.
CRISTÓVÃO,CRISTÓVÃO,['m'],['Portuguese'],Portuguese form of CHRISTOPHER.
CRIUS,CRIUS,['m'],['Greek Mythology (Latinized)'],Latinized form of KREIOS.
CROCETTA,CROCETTA,['f'],['Italian'],Diminutive of CROCIFISSA.
CROCIFISSA,CROCIFISSA,['f'],['Italian'],"Means ""crucifix"" in Italian."
CROFTON,CROFTON,['m'],['English (Rare)'],"From a surname which was derived from a place name meaning ""town with a small enclosed field"" in Old English."
CRONUS,CRONUS,['m'],['Greek Mythology (Latinized)'],"Latinized form of the Greek Κρονος(Kronos), possibly derived from the Indo-European root *ker- meaning ""to cut"". Cronus was the Titan who fathered the Greek gods. As his wife Rhea gave birth to the gods, Cronus swallowed them fearing the prophecy that he would be overthrown by one of his children. However Rhea hid Zeus, her last child, who eventually forced his father to disgorge his siblings. Cronus and the rest of the Titans were then defeated by the gods and exiled."
CRUZ,CRUZ,"['f', 'm']","['Spanish', 'Portuguese']","Means ""cross"" in Spanish or Portuguese, referring to the cross of the crucifixion."
CRUZITA,CRUZITA,['f'],['Spanish'],Diminutive of CRUZ.
CRYSTAL,CRYSTAL,['f'],['English'],"From the English word crystal for the clear, colourless glass, sometimes cut into the shape of a gemstone. The English word derives ultimately from Greek κρυσταλλος(krystallos) meaning ""ice"". It has been in use as a given name since the 19th century."
CRYSTIN,CRYSTIN,['f'],['Welsh'],Welsh form of CHRISTINE.
CRÍOSTÓIR,CRÍOSTÓIR,['m'],['Irish'],Irish form of CHRISTOPHER.
CSABA,CSABA,['m'],['Hungarian'],"Possibly means either ""shepherd"" or ""gift"" in Hungarian. According to legend this was the name of the son of Attila the Hun."
CSENGE,CSENGE,['f'],['Hungarian'],"Possibly derived from Hungarian cseng meaning ""to ring, to clang""."
CSILLA,CSILLA,['f'],['Hungarian'],"Derived from Hungarian csillag meaning ""star"". This name was created by the Hungarian author András Dugonics for an 1803 novel and later used and popularized by the poet Mihály Vörösmarty."
CTIBOR,CTIBOR,['m'],['Czech'],Czech form of CZCIBOR.
CTIRAD,CTIRAD,['m'],"['Czech', 'Slovak']","Derived from the Slavic elements chisti meaning ""honour"" and rad meaning ""happy, willing"". In Czech legend this was the name of one of the men tricked by Šárka."
CUA,CUA,['f'],['Hmong'],"Means ""wind"" in Hmong."
CUAUHTÉMOC,CUAUHTÉMOC,['m'],"['Native American', 'Nahuatl']","Means ""falling eagle"" in Nahuatl. This was the name of the last Aztec emperor, ruling until he was captured and executed by the Spanish conquistador Hernán Cortés in the year 1525."
CUIDIGHTHEACH,CUIDIGHTHEACH,['m'],['Ancient Irish'],"Old Irish byname meaning ""helpful""."
CUIMÍN,CUIMÍN,['m'],['Irish'],"Possibly from Celtic cam meaning ""bent, crooked"". This was the name of a 6th-century Irish saint."
CULHWCH,CULHWCH,['m'],"['Welsh', 'Welsh Mythology']","Means ""hiding place of the pig"" in Welsh. In Welsh legend he was the lover of Olwen the daughter of the giant Yspaddaden. Before the giant would allow Culhwch to marry his daughter, he insisted that Culhwch complete a series of extremely difficult tasks. Culhwch managed to complete them, and he returned to marry Olwen and kill the giant. This tale appears in the Mabinogion, a collection of tales from Welsh myth."
CULLEN,CULLEN,['m'],['English'],"From a surname, either CULLEN(1) or CULLEN(2)."
CUMHUR,CUMHUR,['m'],['Turkish'],"Means ""public, people"" in Turkish."
CUNIGUND,CUNIGUND,['f'],['Ancient Germanic'],Old Germanic form of KUNIGUNDE.
CUNOBELINUS,CUNOBELINUS,['m'],['Ancient Celtic'],"Possibly means ""hound of Belenus"" from the old Celtic element koun ""hound"" combined with the name of the god BELENUS. This was the name of a 1st-century king of southeast Britain."
CUNÉGONDE,CUNÉGONDE,['f'],['French'],French form of KUNIGUNDE. Voltaire used this name in his novel 'Candide' (1759).
CUPID,CUPID,['m'],['Roman Mythology (Anglicized)'],"From the Latin Cupido meaning ""desire"". This was the name of the Roman god of love, the son of Venus and Mars. He was portrayed as a winged, blindfolded boy, armed with a bow and arrows which caused the victim to fall in love. His Greek equivalent was Eros."
CUPIDO,CUPIDO,['m'],['Roman Mythology'],Latin form of CUPID.
CURRO,CURRO,['m'],['Spanish'],Andalusian diminutive of FRANCISCO.
CURT,CURT,['m'],['English'],Either a variant of KURT or short form of CURTIS.
CURTIS,CURTIS,['m'],['English'],"From an English surname which originally meant ""courteous"" in Old French."
CUSTODIA,CUSTODIA,['f'],['Spanish'],Feminine form of CUSTODIO.
CUSTODIO,CUSTODIO,['m'],['Spanish'],"Means ""guardian"" in Spanish, from Latin custodia ""protection, safekeeping""."
CUSTÓDIA,CUSTÓDIA,['f'],['Portuguese'],Portuguese feminine form of CUSTODIO.
CUSTÓDIO,CUSTÓDIO,['m'],['Portuguese'],Portuguese form of CUSTODIO.
CUTHBERHT,CUTHBERHT,['m'],['Anglo-Saxon'],Old English form of CUTHBERT.
CUTHBERT,CUTHBERT,['m'],['English (Rare)'],"Derived from the Old English elements cuþ ""famous"" and beorht ""bright"". Saint Cuthbert was a 6th-century hermit who became the bishop of Lindisfarne, an island off the coast of England. He was known as performer of healing miracles. Because of the saint, this name remained in use in England even after the Norman conquest. It became rare after the Protestant Reformation, but it was (briefly) revived in the 19th century."
CUÁN,CUÁN,['m'],['Irish'],"Means ""little wolf"" or ""little hound"" from the Irish element cú meaning ""wolf, hound"" combined with a diminutive suffix."
CVETA,CVETA,['f'],['Serbian'],Serbian form of CVETKA.
CVETKA,CVETKA,['f'],['Slovene'],"Derived from Slovene cvet meaning ""blossom, flower""."
CVETKO,CVETKO,['m'],['Slovene'],Masculine form of CVETKA.
CVIJETA,CVIJETA,['f'],"['Croatian', 'Serbian']",Croatian and Serbian form of CVETKA.
CVITA,CVITA,['f'],['Croatian'],Croatian form of CVETKA.
CY,CY,['m'],['English'],Short form of CYRUS or CYRIL.
CYAN,CYAN,"['f', 'm']",['English (Rare)'],"From the English word meaning ""greenish blue"", ultimately derived from Greek κυανος(kyanos)."
CYBELE,CYBELE,['f'],['Near Eastern Mythology (Hellenized)'],"Meaning unknown, possibly from Phrygian roots meaning either ""stone"" or ""hair"". This was the name of the Phrygian mother goddess associated with fertility and nature. She was later worshipped by the Greeks and Romans."
